Highlight,Book Title,Book Author,Amazon Book ID,Note,Color,Tags,Location Type,Location,Highlighted at,Document tags
"Yes, we must ultimately relinquish the idea that there exists some method that can guarantee our arrival at a predetermined destination. There’s no magic formula for achievement, and that’s the futility at the heart of search. But—the silver lining is that we can still find hidden treasure in distant lands by departing without a destination in mind. So we shouldn’t mourn too deeply for the myth of the objective.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,pink,pink,order,29,2023-06-24 03:48:25.803207+00:00,
"Search is at its most awesome when it has no unified objective. Just look at natural evolution, at human innovation, at Picbreeder, or at novelty search. These are not all the same process, and some are more grandiose than others, but they do share the single unifying theme that they have no objective. Novelty search in particular highlights the risk of overconfidence in objectives. And as we begin to liberate ourselves from their grip, many things will change about the way we see the world. The next two chapters explore the implications of this new way of thinking for how we run our society. Under the new light of innovation without objectives, many once-familiar principles will never be the same.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,pink,pink,order,30,2023-06-24 03:54:37.995785+00:00,
"Higher education is also moving towards the same kind of assessment-driven culture with new tests like the Collegiate Learning Assessment (CLA) and the Collegiate Assessment of Academic Proficiency (CAAP) [72, 73].",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,31,2023-06-24 05:03:19.917173+00:00,
"However, imposing uniformity also inflicts more subtle wounds, because beyond having no inherent benefits, it also undermines making future discoveries. Enforcing uniform standards means converging to a single standard. It means extinguishing the diversity of alternative standards that individual schools or states might currently be exploring. As a result, it becomes more likely that future standards and tests will be limited to tweaks of the imposed status quo—because it is the only one applied and explored by teachers in their classrooms.We can relate this lack of diversity in exploration to the novelty search algorithm described in Chap. 5. When a single measure of progress is uniformly applied to a search for robots able to navigate through the maze in Fig. 5.​2, the result is quick convergence to a deceptive dead-end. But when novelty is encouraged and many divergent possibilities for success are simultaneously explored, the result is consistent discovery of a solution.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,32,2023-06-24 05:19:13.276680+00:00,
"Of course, the insight is not that encouraging diversity can solve any particular ambitious problem—that would only be falling into the myth of the objective from a different angle. Instead, the lesson is that silencing diversity is a sure-fire way to slow down progress. So ultimately we’re left with the conclusion that uniformity may be as meaningless an ideal as accuracy, especially when you have a specific ambitious problem in mind like improving education.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,33,2023-06-24 05:29:25.585488+00:00,
"One frustrating aspect of critiquing objective-driven pursuits is that the alternative can seem hazy. But by now this moment of disbelief and doubt is familiar. In this book we’ve often arrived at similar moments as we examine great endeavors and wrestle with the false compass of objectives. Eventually we reach a point where there’s no clear alternative to the status quo. The rebellion was fun while it lasted, but suddenly we long for the familiar comfort of objective thinking. The problem is that once we see the fundamental flaw in objectives, we’re ejected into a wildly uncertain world and lose our usual bearings",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,34,2023-06-24 05:34:56.523600+00:00,
"But the more important lesson of non-objective search is that it’s a powerful treasure hunter. However, instead of finding a particular treasure that you might have in mind, as it diverges through the search space it finds many treasures, all of which may be surprises. The novelty search experiments confirm that some treasures that are difficult to reach through objectives can be more easily reached without them. But there’s just no way to say exactly which treasures can be reached. All we know is that some places are within reach that otherwise would not be, whether they are places we want to visit or not. No one set out to discover the Picbreeder Car, but it was still discovered. To highlight the irony here, the Car never would have been discovered if someone had set out to find it.This strange paradox, where trying is a curse and not trying is a blessing, sets the stage for a more realistic understanding of what is achievable and how. It means that ambitious goals can’t reliably be achieved by trying—unless they are one stepping stone away, where they come within reach. Otherwise, the only choice that remains is not trying. And while this treasure-hunting approach will not ensure reaching any particular objective, what it will do is accumulate stepping stones that lead to unfamiliar places. The treasure hunter is an opportunistic explorer—searching for anything and everything of value, without a care for what might be found. To be a treasure hunter, you have to collect as many stepping stones as you can, because you never know which one might lead somewhere valuable.And even if your own personal journey doesn’t end where you had hoped, the idea of the solitary inventor striving relentlessly towards her inevitable objective was always a myth. Rather, it’s the combination of many minds with many different interests that ultimately plunders the search space in the long run, not any individual objective or person. We can be confident that the Butterflies and Cars of our future will be found not because someone is looking for them, but because everyone is looking for everything. The future will arrive off schedule, but it will arrive nonetheless.This insight may seem sad, that we’re left with no sure compass, that all our efforts to create certainty and to search with purpose may be futile. But our disappointment may be misplaced. Perhaps search isn’t really about objectives but about something much bigger. In that case, abandoning the false compass can be liberating, opening up a new frontier. Novelty search shows that it’s possible to capture the process of open-ended innovation and divergent thinking even within a computer. So it can’t be a mystical form of voodoo but rather a principled and logical process that we can understand and even capture. If discovery without explicit objectives is the guiding light of natural evolution, of human innovation, of Picbreeder and novelty search, then we might harness it for our own purposes. Instead of something to fear it can be something to embrace.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,#6,pink,pink,order,61,2023-07-16 01:27:14.026568+00:00,
"There are no easy answers in education, and we don’t pretend to offer anything resembling a “solution” here. The point rather is to show how efforts as large and important as education can suffer from the same kind of mistake that leads robots into cul-de-sacs in Chap. 5, and that alternatives are conceivable. While it’s unpleasant to admit that perhaps there’s no objective approach to teaching everyone every skill we wish they had, it’s really no different from pointing out the myth of the objective for any ambitious pursuit. Great things are accomplished in the long run not because they were the objective, but because they were not. For those who wish to enforce progress, this insight is demoralizing; for the rest it can be liberating. The next chapter continues in this spirit of liberation with an examination of objectives and their damaging effects in the pursuit of innovation.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,35,2023-06-24 05:46:01.749271+00:00,
"This argument ties into objectives because rewarding consensus is based on objective thinking. In the objective view, the more that experts agree that a path is worth taking, the more likely we should take it. The agreed path is an objective choice because people agree with its destination. The amount of agreement among experts provides a measure of the best destination—it’s a kind of objective evidence.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,36,2023-06-24 06:03:53.147581+00:00,
"One of the main reasons we tend to stick to objectives in general is a fear of risk. While some level of risk is necessary for progress, at the same time those paying the bills generally don’t want so much risk that resources are simply being wasted on crackpot projects.But our fears can’t change the fact that risk is essential in science. The whole point is to cross many stepping stones over the long run. Because the hope is to travel far, risk-averse objective thinking limits and constrains progress.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,37,2023-06-24 06:06:25.997712+00:00,
"We hope we don’t sound like we’re offering the universal solution to every great problem. That would be naive, and far too grandiose to take seriously. Rather, what we hope you gained is an appreciation for just how omnipresent objectives can be. Their tentacles entangle every facet of our lives. From the most critical societal initiatives to the more mundane rituals of daily life and even the milestones of youth, objectives run almost everything. They’re not always wrong, and even when they are wrong replacing them is no simple matter",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,green,green,order,39,2023-06-24 06:25:47.088714+00:00,
"But by seeing how they shape our view of the world and its potential, at least we can highlight that there is sometimes another way to think or to approach life. It is possible sometimes that the entrenchment of stagnant ways can be escaped by abandoning their false security. In some cases, the power of non-objective discovery and divergent exploration could indeed create a better future. And though non-objective search itself is not a universal solution, we’re still better off seeing with sober eyes that slavish faith in objective exploration and assessment is often a formula for mediocrity and conformist stagnation. Although the world doesn’t work in easy ways, at least we know that there’s a path not limited by the shackles of a mandated outcome.",Why Greatness Cannot Be Planned_The Myth of the Objective,Kenneth O. O. Stanley,,,pink,pink,order,40,2023-06-24 06:25:51.372846+00:00,
